RevolvingUtilizationOfUnsecuredLines,Age,Late30to59Days,DebtRatio,MonthlyIncome,OpenCreditLinesAndLoans,Late90Days,RealEstateLoans,Late60to89Days,Dependents
0.07319,54,0,0.02071,4490,4,0,0,0,0
0.4737,36,1,0.6507,2000,8,0,0,0,0
0.9877,39,5,0.6913,5010,14,0,2,0,2
0.06121,35,0,0.4537,2.1e+04,7,0,2,0,0
0.4753,38,1,0.4286,2500,8,1,0,0,0
0.6215,24,0,0.01008,4166,3,0,0,0,0
0.08459,76,0,0.04409,1201,8,0,0,0,0
0.08718,74,0,0.0805,1291,6,0,0,0,0
0.1117,47,0,0.3152,1.667e+04,12,0,2,0,3
0,57,0,0.3351,1e+04,11,0,2,0,3
0,63,0,0.05267,2600,3,0,0,0,1
0.6592,39,0,0.2853,5866,6,0,1,0,1
0.101,51,0,0.3404,1.25e+04,21,0,2,0,1
0.4718,60,0,0.3658,9633,12,0,1,0,1
0.2499,63,2,0.2543,1.942e+04,18,0,2,0,1
0,55,0,0.3692,7166,7,0,3,0,1
0.06629,58,0,0.229,9213,7,0,1,0,0
0.02571,55,0,0.5407,3500,8,0,1,0,2
0.9015,33,1,0.1281,2.31e+04,8,1,1,0,0
0.02331,58,0,0.6324,4052,13,1,2,0,0
0.04854,55,1,0.2156,5700,9,0,1,0,0
0.07736,44,0,0.3243,1e+04,10,0,2,0,0
0.08245,57,0,0.8912,3500,12,0,1,0,1
1,65,0,0,615,3,0,0,0,0
0.3573,25,0,0.001724,2900,1,0,0,0,0
0.002141,89,1,5,0,4,0,0,0,0
0.07238,48,0,0.3991,1.2e+04,9,0,2,0,0
0.2286,38,1,0.1812,2951,4,0,0,0,0
0,59,1,0.5315,7881,8,2,1,0,0
0.01529,50,0,0.3725,1105,13,0,0,0,0
0.05918,26,0,0.06706,1520,7,0,0,0,0
0.2119,55,0,0.1287,6323,8,0,0,0,1
0.7163,46,0,0.2678,5280,10,0,2,0,2
0.0005494,59,0,0,2236,4,0,0,0,0
0.004681,29,0,0.05739,5000,4,0,0,0,0
0.4276,39,0,0.3424,1.086e+04,14,1,2,0,0
0.9825,36,0,0.5082,3000,3,0,1,0,0
0.01465,26,0,0.1216,1274,7,0,0,0,0
0.9944,42,0,2336,0,11,0,2,0,3
0.5561,58,0,0.1773,3000,2,0,0,0,0
0.3541,51,0,0.05352,6800,5,0,0,0,0
0.07563,60,0,0.1938,8400,9,0,1,0,0
0.02039,79,0,0.2259,2350,5,0,0,0,0
0.04565,27,0,0.275,4167,21,0,1,0,0
0.0674,26,0,0.1665,4479,10,0,0,0,0
0.01322,57,0,0.08532,7500,10,0,1,0,0
0.0003588,54,0,0.7201,4000,11,0,0,0,0
0.9751,33,0,0.3323,3800,4,0,0,0,2
0.2556,54,0,0.5286,3414,9,0,1,0,1
1,24,0,0,3833,1,0,0,0,0
0.04054,34,0,0.6441,3646,11,0,1,0,0
0,46,0,0.1079,3642,11,0,0,0,4
1,48,0,0.1652,6421,0,1,0,0,2
0.7157,33,0,1.002,2800,8,0,2,0,0
0.1581,45,2,0.4753,3950,19,0,1,0,1
0.6263,56,0,0.1424,5449,5,0,0,0,0
0,31,0,0.4328,2000,9,0,1,0,0
0.3354,40,0,0.3447,4200,6,0,2,1,0
0.001877,79,0,0.01333,2400,10,0,0,0,0
0.2352,37,0,0.335,4500,5,0,1,0,1
0.1077,47,0,0.2163,9200,12,0,3,0,2
0.5471,40,0,0.1213,9066,6,0,0,0,4
0.2926,64,0,2231,0,5,0,1,0,0
0.1571,59,0,0.2649,3000,8,0,0,0,1
0.0422,28,0,0.2862,4500,6,0,1,0,0
0.7343,45,0,1.131e+04,0,6,0,2,1,0
0.5112,58,0,0.9631,9453,13,0,3,0,1
0,68,0,0.09039,4347,5,0,0,0,0
0.04729,57,0,0.4471,5476,14,0,1,0,0
0.009655,73,0,0.1228,1.855e+04,6,0,1,0,1
0.7787,81,0,0.538,4287,11,0,2,0,0
0,58,0,0.4111,7000,10,0,2,0,1
0.1738,55,0,0.1961,1.592e+04,14,0,3,0,0
0.4572,50,0,0.1034,1.34e+04,7,0,0,0,2
0.1195,34,0,0.3222,6916,5,0,1,0,0
0.2766,62,0,0.1218,1.9e+04,8,0,1,0,0
0.03575,79,0,0.008294,5666,5,0,0,0,1
0.09374,41,2,0.7182,3675,10,0,3,0,2
0.232,58,0,0.3738,1.063e+04,28,0,4,0,0
0.04141,45,0,0.008456,8750,3,0,0,0,3
0.2231,44,0,0.4303,1.2e+04,13,0,2,0,3
0.4529,49,0,0.3309,6006,10,0,1,0,1
1,26,0,0.1378,1871,1,0,0,0,0
0.1519,59,0,0.3011,1.508e+04,13,0,2,0,0
0.606,39,3,0.3756,7916,10,0,2,0,2
0.01019,47,0,0.0225,2.475e+04,7,0,0,0,2
0.516,28,0,0.6799,4650,14,0,1,0,0
0.3479,42,0,0.3737,1.3e+04,11,0,2,0,2
0.109,53,0,0.3104,4800,10,0,1,0,0
0.1657,68,0,0.3119,8575,10,0,1,0,0
0.1946,31,1,0.2836,4333,20,0,0,0,0
0.4899,34,0,0.3192,2800,3,0,0,0,1
0.9588,56,0,0.2366,9700,12,0,1,0,1
0.01151,52,0,0.2743,4050,9,0,1,0,0
0.8191,54,0,0.5284,2853,7,0,1,0,0
0,39,0,0.5518,2500,7,0,2,0,0
0.1225,57,0,0.4289,4333,9,0,1,0,1
0.3883,45,0,1.113,4975,13,0,4,0,1
2.259,33,2,0.03248,2000,1,1,0,0,2
1,34,1,0,5400,0,1,0,0,0
0.03738,37,0,0.3339,9000,11,0,2,0,0
0.0034,63,0,0.2627,2500,5,0,0,0,0
0.1065,32,0,0.8023,2685,5,0,1,0,1
0.5182,73,0,0.5049,8900,17,0,1,0,1
0.003736,39,0,0.4592,4150,10,0,2,0,0
0.197,40,0,0.006959,4166,1,0,0,0,0
0.803,42,1,0.5245,9178,9,0,1,0,3
1,36,0,0.195,2620,3,0,0,0,0
0.2886,51,0,0.2262,1.013e+04,4,0,2,0,3
0.3972,25,0,0.2949,2000,5,0,0,0,0
0.004885,34,0,0.4749,5259,11,0,2,0,2
0.1755,55,2,0.2702,9600,11,0,2,0,0
0.0006999,83,0,0,1.05e+04,4,0,0,0,0
0.8224,63,0,0.5158,2500,12,0,0,0,0
0.391,24,0,0.06904,3200,11,0,0,0,0
0.02878,44,0,0.1372,5122,4,0,0,0,0
0.4774,36,0,0.3399,2700,6,0,0,0,0
0.1566,45,1,0.5602,6700,8,0,2,0,2
0.5262,54,4,0.3435,2.5e+04,9,0,3,0,1
0.1638,65,0,0.2669,1e+04,13,0,1,0,0
1,47,0,0.3707,3800,6,0,0,0,1
0.02913,68,0,0.008222,1.034e+04,10,0,1,0,1
0.1536,34,0,1.22,3916,7,0,2,0,0
0.08378,46,0,0.4212,5640,16,0,1,0,2
0.9138,55,2,0.8817,4300,17,0,2,0,1
0.2513,34,0,0.7515,8400,18,0,4,0,0
0.07259,29,0,0.04666,1.2e+04,15,0,0,0,0
0,35,0,0,1500,3,0,0,0,0
0.1336,43,1,0.421,1.2e+04,14,0,3,1,2
0.001905,37,0,2.695,500,11,0,2,0,2
0.04055,74,0,0.02074,5400,5,0,0,0,0
0.03453,55,0,0.5142,7166,7,0,2,0,1
0.001882,50,0,1.317,2500,9,0,2,0,1
0,52,0,0.2578,8926,11,0,1,0,2
0.05523,48,0,0.1463,1.241e+04,5,0,1,0,0
0.9465,44,0,0.1482,2665,5,0,0,0,1
0,50,0,0,6400,2,0,0,0,0
0.02988,50,0,0.3187,1.333e+04,11,0,3,0,1
1.004,48,3,0.6051,4000,10,0,2,0,1
0.01666,53,0,0.3152,9000,6,0,1,0,0
0.4758,43,0,0.1988,1850,2,0,0,0,3
0.3194,59,0,0.157,6300,22,0,0,0,0
1,55,0,0.1675,5323,1,1,0,1,2
0.2786,47,0,0.5874,6867,22,0,1,0,4
0.3523,43,0,0.2468,8630,8,0,0,0,1
0.2563,58,3,1.511,3000,24,0,2,0,0
0,41,0,0.3469,5600,4,0,1,0,0
0.06611,63,0,0.6217,9750,24,0,2,0,2
0.7491,50,2,0.4321,4750,17,0,1,0,0
0.2128,37,1,106.3,21,6,0,2,0,4
0.9512,36,0,0.06145,2310,2,0,0,0,2
0.01933,80,0,0.1808,5000,11,0,0,0,0
0.8782,40,0,0.1814,3400,5,0,0,0,1
0.06693,35,0,0.6111,3637,5,0,1,0,2
0.1103,52,0,0.3134,6316,16,0,2,0,1
0.03745,57,0,0.355,3300,17,0,1,0,0
0.103,43,1,0.2523,1e+04,18,0,3,0,3
1,60,1,10.17,3000,4,0,1,1,0
0.04028,54,0,0.1356,1.24e+04,11,0,1,0,0
0.353,59,1,0.4396,1.343e+04,18,0,2,0,2
0.6669,56,0,0.1851,5700,7,0,0,0,0
0.1814,32,0,0.06788,8750,2,0,0,0,0
0.8632,29,0,0.1027,1.884e+04,4,0,1,0,2
0.09363,68,0,0.3068,4366,6,0,2,0,0
0,50,0,0,6250,4,0,0,0,0
0.479,36,0,0.5317,4500,14,0,1,0,2
1,42,0,0.2172,2250,1,0,0,0,2
0.399,32,0,0.4339,2200,7,0,0,0,0
0.2459,39,0,0.5377,5500,11,0,1,0,1
0.4087,46,0,1.055,4166,12,0,2,0,0
0.004384,36,0,0.6378,4466,11,0,1,0,1
0.384,35,0,0.4986,1.5e+04,18,0,2,0,0
1,32,0,0.1783,3050,1,0,0,1,2
1,38,1,0.1341,6503,1,0,0,0,3
0.6431,47,0,0.159,7823,3,0,0,0,0
0.149,44,0,0.2887,3130,8,0,1,0,1
0.5465,35,0,0.9382,8500,17,0,4,0,2
0.546,39,0,0.4073,5000,8,0,1,0,0
0.1494,54,1,0.4288,8400,14,0,1,0,1
0.01622,65,0,0.1949,2600,9,0,2,0,3
1,27,0,0.1531,2253,3,0,0,0,0
0.3912,39,1,0.2872,1.11e+04,8,0,2,0,2
0.3779,51,0,0.06115,8830,5,0,0,0,1
0.09841,47,0,0.06974,8100,6,0,0,0,2
0.8296,34,1,0.2482,4000,6,0,1,0,2
0.6313,39,0,0.2733,2816,7,0,0,0,0
0.05454,53,0,0.2668,4650,10,0,1,0,0
0.5001,34,0,0.2111,8200,3,0,1,0,0
0.1128,81,0,0.3129,1e+04,6,0,1,0,0
0.01254,63,0,0.3851,2375,12,0,2,0,0
0.9961,43,0,2.579,1641,9,0,2,0,3
0.2322,59,6,6.094,2000,16,2,1,2,1
0.5207,68,3,0.7774,6000,9,0,3,0,0
0.02214,48,0,0.003548,6200,2,0,0,0,1
0.1018,63,0,0.04224,2343,5,0,0,0,0
0.01447,51,0,0.263,4570,28,0,2,0,0
0.00235,66,0,0.3918,5103,5,0,2,0,0
0.1925,38,0,0.2257,1.25e+04,12,0,2,0,0
0.2518,66,0,0.6118,2500,7,0,1,0,0
0.08891,35,0,0.0005262,3800,3,0,0,0,0
0.9877,50,0,0.4474,9999,13,0,2,0,0
0.03076,62,0,0.01566,3000,5,0,1,0,0
0.219,54,0,0.5861,3000,13,0,1,0,0
1,38,0,0.1109,6700,3,0,0,0,3
0,45,0,0.365,7574,10,0,2,0,1
0.7883,43,0,0.09985,7100,3,0,0,0,1
0,43,0,0.2817,1.545e+04,10,0,2,0,5
0.1791,41,0,0.2749,9500,10,1,1,0,2
0.2114,60,0,0.2405,1.05e+04,19,0,2,0,0
0.01299,22,0,0,0,2,0,0,0,0
0.2471,34,0,0.09052,5666,3,0,0,0,1
0.947,34,0,0.3354,9500,12,0,2,0,2
0.8663,34,0,0.148,2100,1,0,0,0,0
0,87,0,0.06738,6900,4,0,0,0,1
1,66,0,0.2295,1.114e+04,6,0,1,0,0
0.09611,41,0,0.2244,8025,10,0,0,0,4
0,37,0,0.3724,7150,3,0,2,0,2
0.2753,66,1,0.3832,5884,17,0,1,0,0
0.5951,33,0,0.3785,2020,3,0,0,0,0
0.2893,48,0,0.6917,2000,7,0,1,0,2
0.2237,67,0,0.3263,5200,4,0,1,0,2
0.3283,59,1,0.4801,9000,9,0,2,0,0
0.5723,50,0,1.052,3200,12,0,1,0,3
0.07533,62,0,0.07138,1.283e+04,7,0,1,0,0
0.3692,82,0,0.04823,2.6e+04,12,0,1,0,0
0.9604,63,0,0.3151,5052,3,0,1,0,1
0.1235,63,0,0.3642,2635,6,0,1,0,1
0.08791,54,0,0.5206,2e+04,8,0,3,0,2
0.08377,53,0,0.3421,9116,6,0,2,0,1
0.4809,62,0,1.032,5200,14,0,3,0,1
1,37,0,0.3776,1.126e+04,11,0,2,0,1
0.135,71,0,0.0179,1.05e+04,14,0,0,0,0
0.09919,57,0,0.6044,3500,9,0,2,0,0
0.2974,52,0,0.5797,6014,8,0,1,0,3
0.3072,39,0,0.6072,5900,5,0,2,0,0
0.125,66,2,0.4046,2500,4,0,1,0,0
0.004104,55,1,1,0,5,0,0,1,0
0.01371,47,0,0.4013,6466,6,0,2,0,0
0.2674,72,0,0.4267,4166,10,0,2,0,0
0.1638,53,1,0.09276,2500,5,0,0,0,0
0.4284,36,0,0.2706,6573,12,0,1,0,0
0.08915,45,1,0.2597,5000,7,0,2,0,0
0.612,74,2,0.7697,3138,10,1,2,0,0
0,48,0,0.05692,1.084e+04,4,0,0,0,1
0.8018,35,1,0.4303,2130,5,0,0,1,2
0,46,0,0.4503,5018,9,0,1,0,0
0.01075,76,0,0.1179,3790,17,0,0,0,0
0.9018,47,1,0.5267,3308,6,0,1,0,3
0,70,0,0.2525,4945,9,0,1,0,0
0.00176,46,0,0.2147,5500,5,0,1,0,2
0.3901,39,0,0.326,3014,6,0,0,0,0
0.007354,80,0,0.2999,3500,16,0,0,0,1
0.06117,28,0,0.08997,3000,3,0,0,0,0
0.3914,58,2,0.3848,7476,6,0,2,0,0
0.8421,60,0,0.1505,2730,10,0,0,0,1
0.8047,43,0,0.5338,1.023e+04,12,0,2,0,4
0.2891,55,0,0.9394,5728,17,0,3,0,0
0.8105,57,2,1.141,3456,29,0,1,1,1
0,53,0,0.4607,3500,7,1,1,1,0
0.1799,23,0,0.003127,2557,2,0,0,0,0
0.227,80,0,0.4375,4079,11,0,1,0,1
0.9414,54,0,1.844,4850,15,0,4,0,1
0.02324,58,0,0.8124,6999,19,0,3,0,1
0.01719,48,0,0.3489,7500,8,0,3,0,2
0.507,29,0,0.503,2500,6,0,1,1,0
0.1204,59,0,0.152,1.1e+04,10,0,2,0,0
0.2476,56,0,0.7027,5200,8,0,1,0,2
0.09948,44,0,0.4314,5004,7,0,1,0,3
0.4184,58,0,0.4141,7180,14,0,2,0,0
0.5373,57,0,0.6278,5800,19,0,1,0,0
0.002776,55,0,0.3758,7800,11,0,2,0,1
1,82,0,0,1400,0,0,0,0,0
1,71,1,0.3138,2800,2,0,1,1,0
0.317,65,0,0.1734,2300,14,0,0,0,0
0.1862,58,1,0.2518,8900,11,0,1,0,3
0.3869,48,0,0.1191,2.085e+04,19,0,0,0,2
0.8098,64,0,0.4764,1.078e+04,11,0,1,0,0
0.2818,79,1,0.3046,1.05e+04,16,0,2,0,1
0.07566,63,0,0.3158,6848,7,0,2,0,0
0.08765,27,0,0.009995,2200,2,0,0,1,1
0.5448,58,0,0.5921,5976,13,0,2,0,1
0.2011,65,0,0.2484,7583,9,0,2,0,0
0,48,0,0.3183,2000,5,0,0,0,1
0.9636,46,0,0.2243,3557,5,1,1,0,3
0.02713,43,0,0.2567,8050,6,0,1,0,1
0.1913,70,0,0.2131,1.008e+04,15,0,1,0,0
0.1032,75,0,0.1363,1.417e+04,5,0,2,0,0
1,50,0,0.9149,2348,5,0,1,0,0
0.04108,64,0,0.2642,1.2e+04,8,0,1,0,0
0,36,0,0.1577,4375,7,0,0,0,2
0.3759,62,0,0.2956,9017,21,0,1,0,0
1,59,0,0.02036,5500,1,0,0,0,1
0.09601,53,0,0.5452,4583,8,0,1,0,1
0.0282,56,0,0.0846,5200,10,0,1,0,0
0.0767,41,0,0.3884,4790,14,0,2,0,0
0.2278,77,0,0.5549,6600,24,0,2,0,0
0,53,0,0,3000,2,0,0,0,1
0.01939,68,0,0.06458,3700,9,0,0,0,1
0.1491,68,0,0.6992,4906,8,0,2,0,0
0.09982,57,0,0.2323,4260,8,0,1,0,1
0.0007778,74,0,0.2095,1.333e+04,6,0,3,0,0
0.5184,73,0,0.6851,9000,13,0,2,0,0
0.04729,69,0,0.01293,7500,5,0,0,0,0
0.06208,28,0,0.01239,5650,6,0,0,0,0
1,27,0,0.0147,1700,0,0,0,0,1
0,43,0,0.4374,4620,7,0,1,0,0
0.06542,56,1,0.2384,1836,9,0,0,0,0
0.9014,27,0,0.151,2250,5,0,0,0,0
0.07202,50,0,1.435,2000,12,0,1,0,1
0.3922,43,0,0.1502,9000,8,0,0,0,2
0,37,0,1.687,1400,8,0,2,0,0
1,60,1,0.5406,4566,2,0,1,1,0
0.01612,38,0,0.1248,2500,12,0,0,0,1
0.3617,41,0,0.1968,5600,9,0,0,0,2
0.8116,33,1,0.4398,1800,8,0,0,0,4
0.2135,64,0,0.7356,2370,9,0,2,0,0
0.04025,54,0,0.4017,7433,12,0,1,0,2
0.4436,53,0,0.2537,4000,6,0,0,0,1
0.05576,62,0,0.0148,6417,6,0,0,0,0
0.00775,60,0,0.2202,7578,8,0,1,0,0
0.6965,46,0,0.2766,6000,10,0,0,0,1
0.5807,39,1,0.7852,4417,8,0,2,0,0
0.1202,52,1,0.4272,9912,10,0,3,0,1
0.01759,52,0,0.3065,3908,7,0,1,0,1
1,65,1,0.06142,5567,1,0,0,0,0
0.03727,63,0,0.9535,1805,8,0,1,0,0
0.1418,78,0,0.02826,5732,5,0,0,0,0
0.01793,62,0,0.005187,4240,6,0,0,0,0
0.07373,53,0,0.1397,7000,16,0,0,0,0
0.06781,71,0,0.3323,5500,19,0,2,0,1
0.8532,62,0,0.4877,1912,4,0,0,0,0
0.004196,45,1,0.4782,8000,12,0,2,0,1
0.7678,74,3,0.2964,2900,4,1,0,1,0
0.04119,31,0,0.2614,2000,3,0,0,0,0
0.8398,54,0,0.6824,3091,9,0,1,0,1
0.02142,57,0,0.2814,4750,13,0,1,0,1
0.9243,45,4,0.4418,3725,7,2,0,0,2
0.8457,50,0,0.3233,2000,6,0,0,0,1
1,29,0,0.08019,6833,3,0,0,0,0
0.965,35,0,0.06279,7500,2,0,1,1,2
0.0332,71,0,0.3189,6500,11,0,1,0,0
0.03642,30,0,1756,1,10,0,2,0,0
0.76,48,2,0.9175,6366,10,0,1,0,1
1,41,0,0.007664,3000,0,0,0,0,0
1.009,59,1,2.22,5633,23,0,4,0,0
0,68,0,0.6347,1614,9,0,1,0,1
0.07891,50,1,0.5966,6333,7,0,1,0,0
0.06546,80,0,0.006854,8461,1,0,0,0,0
0.01886,35,1,0.2341,8000,11,0,0,0,0
0.5514,44,0,0.4181,6975,14,0,2,0,1
0.2396,51,0,0.3574,5916,10,0,1,0,1
1,34,0,0.2543,6166,5,1,1,1,2
0.6239,41,0,0.03719,2500,2,0,0,0,1
0.1764,67,0,0.1825,9417,15,0,2,0,0
0,42,0,0.4832,6400,3,0,1,0,4
0.3309,41,3,0.3169,5500,6,0,1,0,2
0.07032,39,0,0.3514,1.044e+04,12,0,1,0,4
0.01274,70,0,0.008664,3000,6,0,0,0,0
0.01948,41,0,0.3653,6150,12,0,2,0,0
0.4475,59,0,0.4967,7031,10,0,2,0,2
0.9831,42,0,0.8845,4500,17,0,2,0,2
0.9722,59,0,1.474,1850,12,0,2,0,0
0.7145,49,2,1.602,4179,15,0,3,0,3
0.07304,49,0,0.2499,6417,8,0,2,0,0
0.5753,59,0,0.6539,4405,6,0,1,0,0
0.08646,27,0,1.056,2250,7,0,2,0,0
0.2541,57,0,0.4577,5500,12,0,2,0,0
0,67,0,0.0314,2037,4,0,0,0,1
0.4334,32,1,0.6193,4120,5,0,1,0,1
0.2884,77,0,0.534,2531,8,0,1,0,0
0.1236,45,0,0.2021,1.322e+04,5,0,1,0,2
0.1601,41,1,0.3708,7416,8,1,1,0,1
0.1635,50,0,0.5071,8000,14,0,4,0,3
0.03201,73,0,0.2266,8300,11,0,2,0,0
0.3226,38,0,0.2673,4272,5,0,2,0,0
0.002983,80,0,0.0001284,7789,2,0,0,0,0
0.617,26,0,0.1609,3417,5,0,0,0,0
0.41,69,1,0.28,1.46e+04,15,0,2,0,0
0.002428,77,0,0.2385,3165,13,0,1,0,0
0.0472,74,0,0.3757,9305,8,0,5,0,8
0.08741,32,0,0.289,1750,8,0,0,0,2
0,39,0,0.05592,4166,5,0,0,0,0
0.04569,49,0,0.3002,4000,14,0,1,0,1
0.02278,53,0,0.3231,1e+04,14,0,2,0,1
0.03693,56,0,0.2879,8362,8,0,1,0,2
0.8321,47,0,0.7544,1.117e+04,18,0,3,0,2
0.4725,42,0,0.3817,1.125e+04,11,0,3,0,3
0,43,0,3278,0,7,0,3,0,0
0.01751,59,0,0.3651,9500,8,0,2,0,0
0.09515,30,0,0.2628,7750,9,0,1,0,0
0.1113,32,0,0.3704,6000,11,0,1,0,1
0.2794,57,0,0.001333,3000,1,0,0,0,1
0.1702,42,0,0.005084,4916,2,0,0,0,0
0.5253,44,0,0.2659,1.172e+04,8,0,2,0,1
0.007125,67,1,0.1861,7000,25,0,1,0,0
0.8711,35,0,0.3908,7167,12,0,1,0,0
0.07423,25,0,0.1552,3400,4,0,0,0,0
0.1616,52,0,0.1344,6121,8,0,0,0,0
0,46,0,0.01439,833,5,0,0,0,0
0.6857,44,0,0.3729,5000,10,0,2,0,0
0.01183,47,0,0.6846,6482,8,0,1,0,2
0.01846,53,0,0.2489,9000,7,0,2,0,2
0,37,0,0.3725,7166,6,0,1,0,0
0.001786,87,0,0.01072,1864,10,0,0,0,1
0.201,33,0,0.7329,4500,7,0,1,0,0
0.009986,72,0,0.2772,9791,8,0,2,0,0
0.4439,65,1,0.6625,1.383e+04,19,0,3,0,1
0.1134,31,0,0.2549,6664,9,0,2,0,0
0.08135,59,0,0.02855,6.02e+04,13,0,1,0,1
0.114,33,0,0.2826,8683,7,0,2,0,1
0.04297,60,0,0.0168,5417,9,0,0,0,0
0.9792,61,0,0.3207,6400,7,0,1,0,0
0.02941,62,1,0.2467,3833,10,0,0,0,0
0.1717,44,1,0.2524,1e+04,7,0,2,0,2
0.481,59,0,0.164,1.158e+04,18,0,1,0,1
0.01065,39,0,0.002526,3166,2,0,0,0,0
1,44,0,0.1171,4585,1,0,0,0,5
0.6354,44,1,0.4293,1.167e+04,19,0,2,0,4
0.01848,49,0,0.1623,2500,6,0,0,0,1
0.8264,38,0,0.6537,5800,9,0,1,0,2
0.6542,37,0,0.2699,1.054e+04,10,0,3,0,0
0.8771,56,1,0.3896,1.46e+04,11,0,2,0,2
0,67,0,0.3458,1.638e+04,20,0,3,0,1
0.4627,64,0,0.5756,8600,32,0,3,0,0
1,44,0,0.5143,2480,7,0,1,0,5
0.2684,38,0,0.5078,6250,12,0,1,0,2
0,61,0,0.249,5594,7,0,2,0,0
0.1033,84,0,0.2782,4000,12,0,0,0,0
0.6257,50,3,0.5562,4440,12,0,2,0,2
0.001267,40,0,0.7303,2806,15,0,2,0,3
0.02891,41,0,0.7685,3900,6,0,2,0,1
0.02954,82,0,0.01815,4076,8,0,0,0,0
0.1084,63,0,0.005166,6000,3,0,0,0,0
0.004171,66,0,0.3046,3200,8,0,1,0,0
0,59,0,0.1608,6833,9,0,1,0,0
0.3247,58,2,0.1048,5800,10,0,1,1,2
0.08048,38,0,0.274,1e+04,12,0,1,0,1
0,41,1,0.5267,8000,4,1,2,1,1
0.01703,72,0,0.06894,8166,22,0,0,0,0
0.008289,64,0,0.002894,3800,2,0,0,0,0
1.09,60,1,0.6335,3118,7,0,1,0,0
0.1997,49,1,0.6846,1.074e+04,15,0,4,0,2
0.4878,41,0,0.2491,4600,5,0,1,0,2
0.03319,57,0,0.2835,5000,17,0,1,0,0
1,34,0,0.1966,2440,2,0,0,0,5
1,52,0,0.001938,4642,2,0,0,0,0
0.6835,48,0,0.1294,3903,4,0,0,0,0
0.3804,58,0,0.3215,6275,9,0,1,0,0
0,66,0,0.3636,1.869e+04,16,0,5,0,0
0.0233,30,0,0.1626,2600,6,0,0,0,0
0.971,46,0,0.4981,1587,3,2,0,1,0
0,48,1,0.1437,4558,8,0,0,0,0
0.2866,53,0,1.334,7916,17,0,7,0,0
0.1881,55,1,0.5424,5316,19,0,1,0,2
0.2095,39,0,0.1002,2435,12,0,0,0,0
0.4771,71,0,0.3496,1.135e+04,11,0,3,0,0
0.5236,40,0,0.1529,8303,7,0,1,0,2
0.2671,51,0,0.8419,6250,25,0,3,0,3
0.364,45,0,0.2483,1.359e+04,6,0,2,0,3
0.8571,64,0,0.4697,9750,8,0,2,0,0
0.02779,52,0,0.2268,7666,7,0,2,0,2
0.3531,45,0,0.8785,6700,22,0,2,0,3
0.4442,44,1,0.4783,1.14e+04,6,0,2,0,0
0.6732,35,0,0.4241,3800,5,0,1,0,0
0.5561,36,0,0.1519,4100,4,0,0,0,0
0.05716,60,0,0.2243,6700,10,0,1,0,0
0.213,61,0,0.4991,5000,4,0,2,0,0
0.7024,54,0,0.8667,1.417e+04,21,0,6,0,3
0.1962,67,0,0.158,7144,9,0,1,0,0
0.04086,51,0,0.3853,5000,9,0,1,0,0
1,65,0,0.2829,9335,10,0,2,1,2
0.9667,64,0,0.4199,4000,8,0,2,0,0
0.6856,41,0,0.4504,1.09e+04,13,0,5,0,1
1,51,0,1.123,8486,11,0,9,0,1
0.004396,80,0,0.2332,4150,10,0,2,0,1
0.2168,56,1,0.8541,3618,16,0,3,0,2
0.205,39,0,0.6028,4083,10,0,2,0,2
1,36,0,0.08245,6500,6,0,0,0,1
0.5559,53,0,0.4518,3330,10,0,0,0,0
0.002288,66,0,0.0004999,6000,3,0,0,0,0
0.1432,46,0,0.0485,2700,3,0,0,0,0
1.083,55,3,0.4902,3526,10,0,1,1,1
0.6003,26,0,0.4111,2125,3,0,0,0,0
0.2202,26,1,0.8439,800,6,0,0,0,0
0.03014,52,0,0.09007,2286,6,0,0,0,0
0.24,58,0,0.1952,7042,8,1,1,0,4
0.4434,42,0,1.413,1000,8,0,0,0,0
0.1985,51,0,0.2462,4492,7,0,1,0,2
0.4395,66,0,0.02795,2396,2,0,0,0,0
0,87,0,0.01911,6436,8,0,0,0,0
0.02395,63,0,0.03269,8166,13,0,1,0,0
0.5701,30,0,0.7377,1200,5,0,0,0,0
0,57,0,0.3246,4241,7,0,1,0,1
0.1288,37,0,0.4456,8200,10,0,2,0,2
0.3396,65,0,0.2651,8200,6,0,1,0,1
0.01437,69,0,0.4328,5833,9,0,1,0,0
0.5112,38,1,0.4762,4304,10,0,1,0,2
0.1681,43,0,0.3137,4000,7,0,1,0,0
0.1232,44,0,0.6433,4400,10,0,2,0,2
0.0035,48,0,0.3294,9100,7,0,2,0,1
0.05478,63,0,0.09998,5000,15,0,0,0,1
0.3867,41,3,0.2767,2500,14,0,0,0,0
0.6898,34,0,0.3082,5855,5,0,2,1,0
0.1215,29,0,0.1557,4000,4,0,0,0,0
0.03114,45,0,0.07515,2e+04,9,0,0,0,0
0.4787,35,0,0.3531,6000,7,0,1,0,0
0.3519,45,0,0.5639,3280,18,0,3,0,4
0.4304,53,0,0.2816,8524,12,0,2,0,0
0.0335,29,0,0.4504,5166,7,0,2,0,0
0.07249,74,0,0.5235,3800,9,0,2,0,0
0.07209,63,1,0.674,4600,17,0,1,0,1
0.4187,35,0,0.1141,2400,2,0,0,0,0
0.08834,43,0,0.2167,1e+04,15,0,1,0,2
0.4574,42,1,0.7003,8500,17,0,3,0,2
0.1688,58,0,0.2898,1.04e+04,11,0,1,0,1
0.03244,86,0,0.142,5500,14,0,1,0,0
1,28,0,0.1546,4800,4,0,0,0,3
